"Sl_No","Acceleration","Air Quality","Distance","Fall","Humidity","Motion Detected","Object Detected","Temperature"
"4330","0","192.307541","95","False","0","False","False","0"
"4179","0","187.034973","95","False","0","False","False","0"
"3395","0","211.746002","95","False","0","False","False","0"
"2190","0","179.351288","94","False","0","False","False","0"
"2507","0","176.848892","95","False","0","False","False","0"
"4212","0","189.656082","95","False","0","False","False","0"
"1618","0","181.882904","76","False","0","False","False","0"
"520","0","211.746002","95","False","0","False","False","0"
"4279","0","192.307541","94","False","0","False","False","0"
"2861","0","176.848892","95","False","0","False","False","0"
"1540","0","179.351288","95","False","0","False","False","0"
"2387","0","176.848892","94","False","0","False","False","0"
"4612","0","194.989822","95","False","0","False","False","0"
"315","0","314.868652","144","False","0","False","False","0"
"3135","0","179.351288","95","False","0","False","False","0"
"5273","0","194.989822","95","False","0","False","False","0"
"4530","0","192.307541","95","False","0","False","False","0"
"2206","0","179.351288","95","False","0","False","False","0"
"1244","0","160.126266","94","False","0","False","False","0"
"4217","0","187.034973","95","False","0","False","False","0"
"5339","0","194.989822","95","False","0","False","False","0"
"4978","0","194.989822","95","False","0","False","False","0"
"3094","0","181.882904","95","False","0","False","False","0"
"3363","0","192.307541","94","False","0","False","False","0"
"1959","0","176.848892","95","False","0","False","False","0"
"1289","0","160.126266","95","False","0","False","False","0"
"1002","0","153.369461","95","False","0","False","False","0"
"4130","0","181.882904","95","False","0","False","False","0"
"4218","0","187.034973","95","False","0","False","False","0"
"4123","0","181.882904","95","False","0","False","False","0"
"1595","0","181.882904","95","False","0","False","False","0"
"113","0","232.80011","0","False","0","True","False","0"
"2032","0","184.444077","94","False","0","False","False","0"
"3388","0","211.746002","95","False","0","False","False","0"
"1018","0","153.369461","95","False","0","False","False","0"
"676","0","167.125793","95","False","0","False","False","0"
"741","0","160.126266","95","False","0","False","False","0"
"2342","0","171.930634","72","False","0","False","False","0"
"3327","0","181.882904","95","False","0","False","False","0"
"4613","0","194.989822","95","False","0","False","False","0"
"118","0","232.80011","0","False","0","True","False","0"
"878","0","112.285843","94","False","0","False","False","0"
"2074","0","176.848892","94","False","0","False","False","0"
"1385","0","164.765198","95","False","0","False","False","0"
"3607","0","181.882904","95","False","0","True","False","0"
"603","0","181.882904","95","False","0","False","False","0"
"559","0","208.872772","94","False","0","False","False","0"
"3743","0","181.882904","95","False","0","False","False","0"
"4298","0","192.307541","94","False","0","False","False","0"
"4515","0","192.307541","95","False","0","False","False","0"
"692","0","160.126266","95","False","0","True","False","0"
"4157","0","184.444077","95","False","0","False","False","0"
"2689","0","176.848892","95","False","0","False","False","0"
"5210","0","197.703064","94","False","0","False","False","0"
"1369","0","171.930634","94","False","0","False","False","0"
"4838","0","197.703064","94","False","0","False","False","0"
"1373","0","162.432129","95","False","0","False","False","0"
"4099","0","181.882904","95","False","0","False","False","0"
"3025","0","181.882904","95","False","0","False","False","0"
"4951","0","197.703064","95","False","0","False","False","0"
"2119","0","179.351288","95","False","0","False","False","0"
"3842","0","179.351288","94","False","0","False","False","0"
"347","0","217.591599","95","False","0","False","False","0"
"5152","0","203.223923","95","False","0","False","False","0"
"3694","0","181.882904","95","False","0","False","False","0"
"4968","0","194.989822","95","False","0","False","False","0"
"3808","0","176.848892","94","False","0","False","False","0"
"4227","0","184.444077","95","False","0","False","False","0"
"542","0","208.872772","95","False","0","False","False","0"
"3944","0","176.848892","94","False","0","False","False","0"
"4138","0","184.444077","94","False","0","False","False","0"
"2283","0","176.848892","95","False","0","False","False","0"
"1584","0","181.882904","94","False","0","False","False","0"
"5049","0","197.703064","94","False","0","False","False","0"
"3894","0","179.351288","95","False","0","False","False","0"
"1274","0","157.847397","95","False","0","True","False","0"
"198","0","344.283691","48","False","0","False","False","0"
"3463","0","184.444077","95","False","0","False","False","0"
"5004","0","194.989822","95","False","0","False","False","0"
"2284","0","176.848892","94","False","0","False","False","0"
"1438","0","171.930634","94","False","0","False","False","0"
"5342","0","194.989822","95","False","0","False","False","0"
"3972","0","176.848892","95","False","0","False","False","0"
"3755","0","181.882904","95","False","0","False","False","0"
"1973","0","179.351288","95","False","0","False","False","0"
"1916","0","176.848892","94","False","0","False","False","0"
"1947","0","176.848892","94","False","0","False","False","0"
"5357","0","194.989822","95","False","0","False","False","0"
"4224","0","184.444077","95","False","0","False","False","0"
"4767","0","206.032181","95","False","0","False","False","0"
"2058","0","181.882904","95","False","0","False","False","0"
"5025","0","197.703064","94","False","0","False","False","0"
"674","0","174.375458","94","False","0","False","False","0"
"1996","0","179.351288","95","False","0","False","False","0"
"619","0","176.848892","95","False","0","False","False","0"
"2982","0","181.882904","95","False","0","False","False","0"
"1677","0","176.848892","94","False","0","False","False","0"
"2883","0","181.882904","95","False","0","False","False","0"
"1211","0","160.126266","95","False","0","False","False","0"
"4322","0","192.307541","95","False","0","False","False","0"
"4506","0","192.307541","95","False","0","False","False","0"
"4652","0","203.223923","95","False","0","False","False","0"
"2719","0","176.848892","94","False","0","False","False","0"
"5280","0","194.989822","95","False","0","False","False","0"
"1685","0","176.848892","95","False","0","False","False","0"
"153","0","357.596436","220","False","0","False","False","0"
"2496","0","176.848892","95","False","0","False","False","0"
"1511","0","176.848892","94","False","0","False","False","0"
"5100","0","197.703064","95","False","0","False","False","0"
"1882","0","176.848892","95","False","0","False","False","0"
"1480","0","174.375458","95","False","0","False","False","0"
"2818","0","176.848892","94","False","0","False","False","0"
"135","0","362.131653","192","False","0","False","False","0"
"5092","0","197.703064","95","False","0","False","False","0"
"5255","0","197.703064","95","False","0","False","False","0"
"2880","0","181.882904","94","False","0","False","False","0"
"4426","0","192.307541","75","False","0","False","False","0"
"4452","0","192.307541","95","False","0","False","False","0"
"4588","0","194.989822","95","False","0","False","False","0"
"5053","0","197.703064","95","False","0","False","False","0"
"4982","0","197.703064","94","False","0","False","False","0"
"1415","0","174.375458","95","False","0","False","False","0"
"1758","0","176.848892","94","False","0","False","False","0"
"4416","0","192.307541","95","False","0","False","False","0"
"3438","0","192.307541","95","False","0","False","False","0"
"2017","0","181.882904","95","False","0","False","False","0"
"4289","0","192.307541","95","False","0","False","False","0"
"4390","0","192.307541","94","False","0","False","False","0"
"5289","0","194.989822","94","False","0","False","False","0"
"3222","0","176.848892","94","False","0","False","False","0"
"1793","0","174.375458","94","False","0","False","False","0"
"845","0","103.957458","95","False","0","False","False","0"
"5023","0","203.223923","95","False","0","False","False","0"
"3841","0","179.351288","95","False","0","False","False","0"
"164","0","348.672852","220","False","0","False","False","0"
"430","0","189.656082","95","False","0","False","False","0"
"1217","0","160.126266","95","False","0","False","False","0"
"848","0","103.957458","95","False","0","True","False","0"
"3602","0","181.882904","94","False","0","False","False","0"
"4590","0","194.989822","95","False","0","False","False","0"
"3648","0","181.882904","95","False","0","False","False","0"
"4860","0","194.989822","94","False","0","False","False","0"
"4657","0","194.989822","95","False","0","True","False","0"
"2766","0","176.848892","95","False","0","False","False","0"
"1339","0","164.765198","94","False","0","False","False","0"
"5123","0","194.989822","95","False","0","False","False","0"
"3501","0","184.444077","95","False","0","False","False","0"
"2179","0","179.351288","95","False","0","False","False","0"
"833","0","110.578705","94","False","0","False","False","0"
"4469","0","192.307541","94","False","0","False","False","0"
"1699","0","176.848892","94","False","0","False","False","0"
"1675","0","176.848892","95","False","0","False","False","0"
"1757","0","176.848892","94","False","0","False","False","0"
"4055","0","181.882904","95","False","0","False","False","0"
"2593","0","181.882904","95","False","0","False","False","0"
"1746","0","176.848892","95","False","0","False","False","0"
"1205","0","160.126266","95","False","0","False","False","0"
"3053","0","181.882904","95","False","0","False","False","0"
"1904","0","176.848892","95","False","0","False","False","0"
"4864","0","194.989822","95","False","0","False","False","0"
"2016","0","181.882904","95","False","0","False","False","0"
"1119","0","176.848892","95","False","0","False","False","0"
"3018","0","179.351288","94","False","0","False","False","0"
"4653","0","197.703064","95","False","0","False","False","0"
"3211","0","179.351288","95","False","0","False","False","0"
"609","0","181.882904","94","False","0","False","False","0"
"3889","0","176.848892","94","False","0","False","False","0"
"2323","0","176.848892","94","False","0","False","False","0"
"5105","0","203.223923","95","False","0","False","False","0"
"4406","0","192.307541","94","False","0","False","False","0"
"4805","0","214.65213","95","False","0","False","False","0"
"3497","0","184.444077","95","False","0","False","False","0"
"2970","0","181.882904","95","False","0","False","False","0"
"1795","0","174.375458","94","False","0","False","False","0"
"4581","0","194.989822","95","False","0","False","False","0"
"3942","0","176.848892","95","False","0","False","False","0"
"4300","0","192.307541","95","False","0","False","False","0"
"1051","0","176.848892","95","False","0","False","False","0"
"3691","0","181.882904","95","False","0","False","False","0"
"5032","0","203.223923","94","False","0","False","False","0"
"327","0","211.746002","95","False","0","False","False","0"
"463","0","184.444077","94","False","0","False","False","0"
"2611","0","176.848892","95","False","0","False","False","0"
"2115","0","181.882904","95","False","0","False","False","0"
"2268","0","176.848892","95","False","0","False","False","0"
"3748","0","181.882904","94","False","0","False","False","0"
"4596","0","192.307541","95","False","0","False","False","0"
"1099","0","174.375458","95","False","0","False","False","0"
"1295","0","160.126266","94","False","0","False","False","0"
"1968","0","176.848892","95","False","0","False","False","0"
"2632","0","176.848892","94","False","0","False","False","0"
"2797","0","176.848892","94","False","0","False","False","0"
"1283","0","160.126266","94","False","0","True","False","0"
"4807","0","211.746002","94","False","0","False","False","0"
"4916","0","203.223923","95","False","0","False","False","0"
"3774","0","181.882904","95","False","0","False","False","0"
"4379","0","192.307541","95","False","0","False","False","0"
"3786","0","181.882904","95","False","0","False","False","0"
"988","0","153.369461","95","False","0","False","False","0"
"4202","0","187.034973","95","False","0","False","False","0"
"4100","0","181.882904","95","False","0","False","False","0"
"1934","0","176.848892","95","False","0","False","False","0"
"4654","0","197.703064","95","False","0","False","False","0"
"1610","0","181.882904","95","False","0","False","False","0"
"2651","0","174.375458","94","False","0","False","False","0"
"3525","0","189.656082","94","False","0","False","False","0"
"2352","0","176.848892","95","False","0","False","False","0"
"1719","0","176.848892","95","False","0","False","False","0"
"1597","0","181.882904","94","False","0","False","False","0"
"2872","0","181.882904","95","False","0","False","False","0"
"4924","0","197.703064","94","False","0","False","False","0"
"478","0","197.703064","95","False","0","False","False","0"
"4087","0","181.882904","95","False","0","False","False","0"
"56","0","299.048889","126","False","0","False","False","0"
"1818","0","176.848892","95","False","0","False","False","0"
"3557","0","184.444077","95","False","0","False","False","0"
"4272","0","192.307541","95","False","0","False","False","0"
"3436","0","192.307541","94","False","0","False","False","0"
"5312","0","192.307541","94","False","0","False","False","0"
"4687","0","197.703064","94","False","0","False","False","0"
"2420","0","176.848892","94","False","0","False","False","0"
"5365","0","194.989822","95","False","0","False","False","0"
"3204","0","176.848892","94","False","0","False","False","0"
"1910","0","176.848892","95","False","0","False","False","0"
"2606","0","181.882904","95","False","0","False","False","0"
"4015","0","181.882904","95","False","0","False","False","0"
"4475","0","192.307541","94","False","0","False","False","0"
"1315","0","160.126266","95","False","0","False","False","0"
"152","0","357.596436","221","False","0","False","False","0"
"2162","0","179.351288","95","False","0","False","False","0"
"712","0","160.126266","94","False","0","True","False","0"
"4098","0","181.882904","95","False","0","False","False","0"
"3374","0","211.746002","95","False","0","False","False","0"
"3049","0","181.882904","95","False","0","False","False","0"
"2038","0","181.882904","95","False","0","False","False","0"
"2528","0","174.375458","94","False","0","False","False","0"
"3429","0","192.307541","95","False","0","False","False","0"
"2489","0","176.848892","94","False","0","False","False","0"
"4731","0","211.746002","95","False","0","False","False","0"
"4650","0","203.223923","94","False","0","True","False","0"
"5291","0","194.989822","94","False","0","False","False","0"
"932","0","138.507263","95","False","0","False","False","0"
"1320","0","157.847397","95","False","0","False","False","0"
"1047","0","167.125793","94","False","0","False","False","0"
"5346","0","194.989822","94","False","0","False","False","0"
"2626","0","176.848892","94","False","0","False","False","0"
"4438","0","192.307541","95","False","0","False","False","0"
"3589","0","181.882904","94","False","0","True","False","0"
"4169","0","187.034973","95","False","0","False","False","0"
"499","0","206.032181","95","False","0","False","False","0"
"283","0","327.199097","194","False","0","False","False","0"
"162","0","348.672852","219","False","0","False","False","0"
"1648","0","176.848892","94","False","0","False","False","0"
"1499","0","176.848892","95","False","0","False","False","0"
"419","0","187.034973","95","False","0","False","False","0"
"4919","0","197.703064","95","False","0","False","False","0"
"3419","0","194.989822","95","False","0","False","False","0"
"1906","0","176.848892","95","False","0","False","False","0"
"2503","0","176.848892","95","False","0","False","False","0"
"384","0","211.746002","95","False","0","False","False","0"
"2715","0","176.848892","94","False","0","False","False","0"
"920","0","136.483597","95","False","0","False","False","0"
"5354","0","194.989822","95","False","0","False","False","0"
"1887","0","176.848892","95","False","0","False","False","0"
"2373","0","176.848892","94","False","0","False","False","0"
"2427","0","176.848892","94","False","0","False","False","0"
"3804","0","176.848892","94","False","0","False","False","0"
"2335","0","176.848892","94","False","0","False","False","0"
"2765","0","176.848892","94","False","0","False","False","0"
"3797","0","179.351288","95","False","0","False","False","0"
"2799","0","176.848892","95","False","0","False","False","0"
"2159","0","179.351288","95","False","0","False","False","0"
"266","0","318.933685","69","False","0","False","False","0"
"4989","0","197.703064","95","False","0","False","False","0"
"2317","0","176.848892","94","False","0","False","False","0"
"4573","0","194.989822","95","False","0","False","False","0"
"2614","0","176.848892","95","False","0","False","False","0"
"1553","0","181.882904","94","False","0","True","False","0"
"3703","0","181.882904","95","False","0","False","False","0"
"5076","0","197.703064","95","False","0","False","False","0"
"3334","0","179.351288","95","False","0","False","False","0"
"3151","0","176.848892","94","False","0","False","False","0"
"4895","0","194.989822","94","False","0","False","False","0"
"259","0","327.199097","75","False","0","False","False","0"
"462","0","184.444077","94","False","0","False","False","0"
"4351","0","184.444077","95","False","0","False","False","0"
"1575","0","181.882904","95","False","0","False","False","0"
"2262","0","176.848892","95","False","0","False","False","0"
"104","0","245.601227","0","False","0","False","False","0"
"4723","0","206.032181","95","False","0","False","False","0"
"139","0","362.131653","195","False","0","False","False","0"
"1436","0","174.375458","95","False","0","False","False","0"
"2988","0","181.882904","95","False","0","False","False","0"
"5356","0","194.989822","95","False","0","False","False","0"
"2351","0","176.848892","95","False","0","False","False","0"
"1500","0","176.848892","95","False","0","False","False","0"
"2863","0","179.351288","94","False","0","False","False","0"
"3007","0","181.882904","95","False","0","False","False","0"
"5250","0","197.703064","95","False","0","False","False","0"
"3705","0","181.882904","94","False","0","False","False","0"
"803","0","132.508453","95","False","0","False","False","0"
"5039","0","197.703064","94","False","0","False","False","0"
"762","0","157.847397","94","False","0","False","False","0"
"3459","0","189.656082","95","False","0","False","False","0"
"2079","0","179.351288","94","False","0","False","False","0"
"2927","0","181.882904","95","False","0","False","False","0"
"1862","0","176.848892","94","False","0","False","False","0"
"2549","0","176.848892","95","False","0","False","False","0"
"3926","0","176.848892","95","False","0","False","False","0"
"962","0","148.996185","95","False","0","True","False","0"
"2480","0","176.848892","95","False","0","False","False","0"
"4865","0","194.989822","95","False","0","False","False","0"
"2462","0","176.848892","95","False","0","False","False","0"
"1941","0","176.848892","95","False","0","False","False","0"
"4680","0","203.223923","95","False","0","True","False","0"
"3302","0","181.882904","95","False","0","False","False","0"
"1670","0","176.848892","95","False","0","False","False","0"
"2871","0","181.882904","94","False","0","False","False","0"
"4843","0","197.703064","95","False","0","False","False","0"
"5217","0","197.703064","95","False","0","False","False","0"
"953","0","148.996185","95","False","0","False","False","0"
"1712","0","176.848892","94","False","0","False","False","0"
"664","0","176.848892","94","False","0","False","False","0"
"4421","0","192.307541","94","False","0","False","False","0"
"1997","0","181.882904","95","False","0","False","False","0"
"718","0","174.375458","94","False","0","False","False","0"
"1514","0","176.848892","95","False","0","False","False","0"
"2881","0","181.882904","95","False","0","False","False","0"
"1960","0","176.848892","95","False","0","False","False","0"
"2142","0","179.351288","95","False","0","False","False","0"
"224","0","339.942139","55","False","0","False","False","0"
"1168","0","167.125793","95","False","0","False","False","0"
"5028","0","203.223923","95","False","0","False","False","0"
"1512","0","176.848892","95","False","0","False","False","0"
"4827","0","208.872772","94","False","0","False","False","0"
"5206","0","197.703064","95","False","0","False","False","0"
"2068","0","179.351288","94","False","0","False","False","0"
"44","0","299.048889","267","False","0","False","False","0"
"485","0","208.872772","95","False","0","False","False","0"
"1198","0","160.126266","94","False","0","True","False","0"
"3697","0","181.882904","94","False","0","False","False","0"
"4204","0","184.444077","95","False","0","False","False","0"
"4251","0","187.034973","95","False","0","False","False","0"
"822","0","134.48407","94","False","0","False","False","0"
"3188","0","179.351288","95","False","0","False","False","0"
"3999","0","181.882904","95","False","0","False","False","0"
"3342","0","181.882904","95","False","0","False","False","0"
"3475","0","184.444077","95","False","0","False","False","0"
"39","0","299.048889","99","False","0","False","False","0"
"3267","0","181.882904","95","False","0","False","False","0"
"3329","0","181.882904","95","False","0","False","False","0"
"1617","0","181.882904","73","False","0","False","False","0"
"1352","0","160.126266","95","False","0","False","False","0"
"1732","0","176.848892","95","False","0","False","False","0"
"4523","0","192.307541","95","False","0","False","False","0"
"639","0","179.351288","95","False","0","False","False","0"
"415","0","189.656082","95","False","0","False","False","0"
"4368","0","192.307541","95","False","0","False","False","0"
"2858","0","176.848892","95","False","0","False","False","0"
"1883","0","176.848892","95","False","0","False","False","0"
"2178","0","181.882904","95","False","0","False","False","0"
"4818","0","214.65213","95","False","0","False","False","0"
"4888","0","203.223923","95","False","0","False","False","0"
"2956","0","181.882904","94","False","0","False","False","0"
"1778","0","176.848892","95","False","0","False","False","0"
"3965","0","176.848892","95","False","0","False","False","0"
"3883","0","179.351288","94","False","0","False","False","0"
"10","0","306.871521","7","False","0","False","False","0"
"483","0","203.223923","94","False","0","False","False","0"
"1341","0","162.432129","95","False","0","False","False","0"
"3828","0","176.848892","95","False","0","False","False","0"
"4018","0","179.351288","95","False","0","False","False","0"
"4230","0","184.444077","95","False","0","False","False","0"
"2628","0","176.848892","95","False","0","False","False","0"
"2331","0","174.375458","95","False","0","False","False","0"
"4393","0","192.307541","94","False","0","False","False","0"
"4248","0","192.307541","95","False","0","False","False","0"
"2962","0","181.882904","94","False","0","False","False","0"
"3608","0","181.882904","95","False","0","False","False","0"
"742","0","160.126266","95","False","0","False","False","0"
"4350","0","189.656082","95","False","0","False","False","0"
"1718","0","176.848892","95","False","0","False","False","0"
"211","0","344.283691","193","False","0","False","False","0"
"4035","0","181.882904","95","False","0","False","False","0"
"5409","0","197.703064","95","False","0","False","False","0"
"3230","0","179.351288","95","False","0","False","False","0"
"2150","0","176.848892","94","False","0","False","False","0"
"915","0","134.48407","94","False","0","True","False","0"
"406","0","194.989822","95","False","0","False","False","0"
"2447","0","176.848892","95","False","0","False","False","0"
"82","0","302.938629","19","False","0","False","False","0"
"1440","0","174.375458","95","False","0","False","False","0"
"722","0","176.848892","95","False","0","False","False","0"
"1950","0","176.848892","95","False","0","False","False","0"
"3590","0","181.882904","94","False","0","False","False","0"
"1325","0","157.847397","95","False","0","False","False","0"
"3693","0","181.882904","95","False","0","False","False","0"
"949","0","146.84816","95","False","0","True","False","0"
"2156","0","179.351288","94","False","0","False","False","0"
"780","0","153.369461","95","False","0","False","False","0"
"5030","0","203.223923","95","False","0","False","False","0"
"1620","0","181.882904","95","False","0","False","False","0"
"1485","0","171.930634","95","False","0","False","False","0"
"205","0","344.283691","194","False","0","False","False","0"
"3924","0","176.848892","95","False","0","False","False","0"
"3402","0","208.872772","94","False","0","False","False","0"
"963","0","148.996185","95","False","0","False","False","0"
"2432","0","176.848892","94","False","0","False","False","0"
"3673","0","181.882904","94","False","0","False","False","0"
"4812","0","214.65213","95","False","0","False","False","0"
"4423","0","192.307541","94","False","0","False","False","0"
"4943","0","194.989822","94","False","0","False","False","0"
"4091","0","181.882904","95","False","0","False","False","0"
"2993","0","181.882904","95","False","0","False","False","0"
"4668","0","197.703064","95","False","0","False","False","0"
"3676","0","181.882904","95","False","0","False","False","0"
"5388","0","192.307541","94","False","0","False","False","0"
"2201","0","179.351288","95","False","0","False","False","0"
"2638","0","176.848892","95","False","0","False","False","0"
"270","0","318.933685","73","False","0","False","False","0"
"5038","0","197.703064","95","False","0","False","False","0"
"1655","0","176.848892","95","False","0","False","False","0"
"1502","0","176.848892","95","False","0","False","False","0"
"2511","0","176.848892","95","False","0","False","False","0"
"2978","0","181.882904","95","False","0","False","False","0"
"2382","0","176.848892","94","False","0","False","False","0"
"3908","0","179.351288","94","False","0","False","False","0"
"1268","0","157.847397","94","False","0","True","False","0"
"1387","0","162.432129","95","False","0","False","False","0"
"2372","0","176.848892","95","False","0","False","False","0"
"4750","0","211.746002","94","False","0","False","False","0"
"31","0","302.938629","14","False","0","False","False","0"
"160","0","348.672852","222","False","0","False","False","0"
"3145","0","179.351288","95","False","0","False","False","0"
"1692","0","176.848892","95","False","0","False","False","0"
"3249","0","181.882904","94","False","0","False","False","0"
"2587","0","176.848892","94","False","0","False","False","0"
"206","0","344.283691","192","False","0","False","False","0"
"2463","0","176.848892","94","False","0","False","False","0"
"2184","0","179.351288","95","False","0","False","False","0"
"4509","0","192.307541","95","False","0","False","False","0"
"1750","0","176.848892","95","False","0","False","False","0"
"4614","0","197.703064","95","False","0","False","False","0"
"1331","0","160.126266","94","False","0","False","False","0"
"428","0","181.882904","95","False","0","False","False","0"
"3721","0","181.882904","95","False","0","False","False","0"
"4719","0","208.872772","95","False","0","False","False","0"
"2412","0","176.848892","94","False","0","False","False","0"
"1148","0","174.375458","95","False","0","False","False","0"
"2538","0","176.848892","95","False","0","False","False","0"
"4712","0","203.223923","95","False","0","False","False","0"
"900","0","132.508453","95","False","0","False","False","0"
"4520","0","192.307541","95","False","0","False","False","0"
"5360","0","192.307541","95","False","0","False","False","0"
"4316","0","192.307541","95","False","0","False","False","0"
"805","0","134.48407","95","False","0","False","False","0"
"2594","0","181.882904","95","False","0","False","False","0"
"675","0","167.125793","94","False","0","False","False","0"
"2477","0","176.848892","95","False","0","False","False","0"
"191","0","348.672852","193","False","0","False","False","0"
"3303","0","181.882904","95","False","0","False","False","0"
"5091","0","197.703064","95","False","0","False","False","0"
"425","0","194.989822","95","False","0","False","False","0"
"727","0","171.930634","95","False","0","False","False","0"
"3235","0","181.882904","95","False","0","False","False","0"
"3092","0","184.444077","94","False","0","False","False","0"
"5008","0","194.989822","95","False","0","False","False","0"
"1246","0","157.847397","94","False","0","False","False","0"
"1131","0","174.375458","95","False","0","False","False","0"
"1601","0","181.882904","95","False","0","False","False","0"
"4981","0","197.703064","94","False","0","False","False","0"
"2071","0","179.351288","94","False","0","False","False","0"
"1242","0","157.847397","94","False","0","True","False","0"
"1965","0","176.848892","95","False","0","False","False","0"
"2959","0","181.882904","74","False","0","False","False","0"
"5045","0","197.703064","95","False","0","False","False","0"
"1603","0","181.882904","95","False","0","False","False","0"
"3740","0","179.351288","95","False","0","False","False","0"
"3905","0","176.848892","95","False","0","False","False","0"
"58","0","299.048889","17","False","0","False","False","0"
"4992","0","197.703064","95","False","0","False","False","0"
"4294","0","192.307541","95","False","0","False","False","0"
"1579","0","181.882904","95","False","0","False","False","0"
"1756","0","176.848892","95","False","0","False","False","0"
"2056","0","181.882904","95","False","0","False","False","0"
"2230","0","179.351288","94","False","0","False","False","0"
"1397","0","171.930634","94","False","0","False","False","0"
"4241","0","184.444077","94","False","0","False","False","0"
"3896","0","176.848892","95","False","0","False","False","0"
"3645","0","181.882904","95","False","0","False","False","0"
"2460","0","176.848892","95","False","0","False","False","0"
"4347","0","192.307541","95","False","0","False","False","0"
"2067","0","176.848892","94","False","0","False","False","0"
"398","0","208.872772","95","False","0","False","False","0"
"1141","0","174.375458","95","False","0","False","False","0"
"720","0","176.848892","94","False","0","False","False","0"
"2590","0","176.848892","95","False","0","False","False","0"
"2101","0","181.882904","95","False","0","False","False","0"
"1817","0","176.848892","95","False","0","False","False","0"
"924","0","140.555298","95","False","0","True","False","0"
"4418","0","189.656082","95","False","0","False","False","0"
"5382","0","192.307541","95","False","0","False","False","0"
"1752","0","176.848892","95","False","0","False","False","0"
"868","0","126.722458","94","False","0","False","False","0"
"1580","0","181.882904","94","False","0","False","False","0"
"4061","0","181.882904","94","False","0","False","False","0"
"1158","0","160.126266","95","False","0","False","False","0"
"3634","0","181.882904","95","False","0","False","False","0"
"1528","0","176.848892","95","False","0","False","False","0"
"1541","0","176.848892","94","False","0","False","False","0"
"4092","0","181.882904","95","False","0","False","False","0"
"5007","0","192.307541","94","False","0","False","False","0"
"4024","0","181.882904","95","False","0","False","False","0"
"4259","0","189.656082","95","False","0","False","False","0"
"2222","0","179.351288","94","False","0","False","False","0"
"1049","0","174.375458","95","False","0","False","False","0"
"566","0","203.223923","95","False","0","False","False","0"
"1722","0","176.848892","94","False","0","False","False","0"
"2936","0","181.882904","94","False","0","False","False","0"
"541","0","214.65213","95","False","0","False","False","0"
"1763","0","176.848892","95","False","0","False","False","0"
"2949","0","181.882904","94","False","0","False","False","0"
"1739","0","176.848892","95","False","0","False","False","0"
"1805","0","174.375458","95","False","0","False","False","0"
"5249","0","197.703064","95","False","0","False","False","0"
"1978","0","179.351288","95","False","0","False","False","0"
"5193","0","197.703064","95","False","0","False","False","0"
"3671","0","181.882904","95","False","0","False","False","0"
"736","0","162.432129","94","False","0","False","False","0"
"2181","0","176.848892","95","False","0","False","False","0"
"516","0","211.746002","95","False","0","False","False","0"
"3169","0","179.351288","95","False","0","False","False","0"
"4046","0","181.882904","95","False","0","False","False","0"
"1747","0","176.848892","95","False","0","False","False","0"
"4116","0","181.882904","95","False","0","False","False","0"
"4247","0","184.444077","95","False","0","False","False","0"
"3283","0","181.882904","95","False","0","False","False","0"
"4522","0","194.989822","94","False","0","False","False","0"
"2957","0","181.882904","95","False","0","False","False","0"
"1344","0","162.432129","95","False","0","False","False","0"
"4696","0","206.032181","95","False","0","False","False","0"
"2893","0","181.882904","94","False","0","False","False","0"
"832","0","114.014091","94","False","0","False","False","0"
"1187","0","160.126266","95","False","0","False","False","0"
"1008","0","153.369461","95","False","0","False","False","0"
"4137","0","181.882904","95","False","0","False","False","0"
"1927","0","176.848892","95","False","0","False","False","0"
"3290","0","181.882904","94","False","0","False","False","0"
"4589","0","194.989822","94","False","0","False","False","0"
"4651","0","203.223923","95","False","0","True","False","0"
"5073","0","197.703064","94","False","0","False","False","0"
"710","0","160.126266","94","False","0","True","False","0"
"1056","0","176.848892","95","False","0","False","False","0"
"1741","0","176.848892","95","False","0","False","False","0"
"3","0","306.871521","19","False","0","True","False","0"
"4365","0","192.307541","95","False","0","False","False","0"
"3641","0","181.882904","95","False","0","False","False","0"
"3733","0","181.882904","95","False","0","False","False","0"
"4904","0","203.223923","95","False","0","False","False","0"
"4389","0","192.307541","95","False","0","False","False","0"
"3114","0","179.351288","95","False","0","False","False","0"
"2425","0","176.848892","94","False","0","False","False","0"
"232","0","335.647797","79","False","0","False","False","0"
"2609","0","179.351288","94","False","0","False","False","0"
"3613","0","181.882904","95","False","0","False","False","0"
"1095","0","176.848892","95","False","0","False","False","0"
"3879","0","179.351288","95","False","0","False","False","0"
"3164","0","176.848892","95","False","0","False","False","0"
"3782","0","181.882904","94","False","0","False","False","0"
"3689","0","181.882904","95","False","0","False","False","0"
"5003","0","194.989822","95","False","0","False","False","0"
"534","0","214.65213","95","False","0","False","False","0"
"2210","0","179.351288","95","False","0","False","False","0"
"1844","0","174.375458","94","False","0","False","False","0"
"3344","0","181.882904","94","False","0","False","False","0"
"2522","0","176.848892","95","False","0","False","False","0"
"65","0","299.048889","17","False","0","False","False","0"
"908","0","138.507263","95","False","0","True","False","0"
"2663","0","176.848892","95","False","0","False","False","0"
"1727","0","176.848892","95","False","0","False","False","0"
"420","0","189.656082","95","False","0","False","False","0"
"1860","0","176.848892","95","False","0","False","False","0"
"4118","0","181.882904","94","False","0","False","False","0"
"2397","0","176.848892","94","False","0","False","False","0"
"1849","0","176.848892","95","False","0","False","False","0"
